Id,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtQual,CentralAir,Condition1,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,FireplaceQu,Fireplaces,Foundation,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GrLivArea,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,TotalBsmtSF,WoodDeckSF,YearBuilt_age,NonKitchenBedroomAbvGr,BathRooms
500,0,2,1Fam,5,1,4,2,5,Y,Norm,SBrkr,0,5,5,MetalSd,0,0,CBlock,297,1,5,3,5,Attchd,912,GasA,3,1Story,1,5,Lvl,Gtl,7535,Inside,IR1,0,20,RL,0,None,6,NAmes,285,7,5,Y,0,CompShg,Gable,Normal,120000,WD,0,912,12,60,2,2
501,0,3,Twnhs,5,1,4,1,5,Y,Norm,SBrkr,0,5,5,HdBoard,0,0,CBlock,264,1,5,1,5,Detchd,1218,GasA,5,2Story,1,5,Lvl,Gtl,1890,Inside,Reg,0,160,RM,285,BrkFace,5,BrDale,28,5,6,Y,0,CompShg,Gable,Normal,113000,WD,0,672,144,45,3,2
502,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,0,0,PConc,603,2,5,2,5,Attchd,1768,GasA,7,2Story,1,7,Lvl,Gtl,9803,Inside,Reg,0,60,FV,0,None,2,Somerst,108,5,7,Y,0,CompShg,Gable,Normal,226700,WD,0,866,0,13,3,3
503,0,2,1Fam,5,1,5,6,5,Y,Feedr,SBrkr,184,5,5,MetalSd,0,0,CBlock,461,2,3,1,3,Detchd,1214,GasA,9,1Story,1,5,Lvl,Gtl,9170,Corner,Reg,0,20,RL,0,None,4,Edwards,0,7,5,Y,0,CompShg,Hip,Normal,140000,WD,0,1214,0,53,3,2
504,0,1,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,BrkFace,5,2,CBlock,484,2,5,3,5,Attchd,1801,GasA,5,1Story,1,5,Lvl,Gtl,15602,Inside,IR1,0,20,RL,0,None,3,Crawfor,54,8,7,Y,0,CompShg,Gable,Normal,289000,WD,161,1501,0,59,4,3
505,0,3,TwnhsE,5,1,5,3,5,Y,Norm,SBrkr,0,5,5,Plywood,3,1,CBlock,440,2,5,1,5,Attchd,1322,GasA,5,2Story,1,5,Lvl,Gtl,2308,Inside,Reg,0,160,RL,0,None,6,NPkVill,0,5,6,Y,0,CompShg,Gable,Normal,147000,WD,0,855,260,44,2,4
506,0,4,Duplex,5,1,1,1,5,Y,Artery,SBrkr,0,5,5,Wd Sdng,0,0,CBlock,400,2,5,1,5,Detchd,1960,GasA,7,2Story,2,5,Lvl,Gtl,7596,Inside,Reg,0,90,RM,360,BrkFace,7,OldTown,0,5,5,N,0,CompShg,Hip,Normal,124500,COD,0,960,0,66,4,2
507,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,471,2,5,2,5,Attchd,1911,GasA,9,2Story,1,7,Lvl,Gtl,9554,Inside,IR1,0,60,RL,125,BrkFace,9,SawyerW,81,5,8,Y,0,CompShg,Gable,Normal,215000,WD,0,777,182,25,4,3
508,0,2,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,0,0,PConc,676,2,5,3,5,Attchd,1218,GasA,9,1Story,1,7,Lvl,Gtl,7862,Inside,IR1,0,20,FV,0,None,9,Somerst,102,5,6,Y,0,CompShg,Gable,Partial,208300,New,0,1218,0,9,1,2
509,0,3,1Fam,5,1,3,1,5,Y,Norm,SBrkr,116,9,5,MetalSd,7,1,BrkTil,360,2,5,1,5,Detchd,1378,GasA,9,2Story,1,7,Lvl,Gtl,9600,Inside,Reg,0,70,RM,0,None,10,OldTown,0,9,7,N,0,CompShg,Gambrel,Normal,161000,WD,0,689,0,90,3,2
510,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,0,5,5,MetalSd,0,0,CBlock,270,1,5,2,5,Attchd,1041,GasA,9,1Story,1,5,Lvl,Gtl,9600,Corner,Reg,0,20,RL,132,BrkFace,7,NAmes,88,6,5,Y,0,CompShg,Gable,Normal,124500,WD,0,1041,224,59,2,2
511,0,2,1Fam,5,1,4,3,5,Y,Norm,SBrkr,0,5,7,Wd Sdng,5,2,CBlock,288,1,5,1,5,CarPort,1363,GasA,9,1Story,1,5,Lvl,Gtl,14559,Inside,Reg,0,20,RL,70,BrkCmn,6,NAmes,42,7,5,Y,0,CompShg,Hip,Normal,164900,WD,168,1008,324,67,3,2
512,0,2,TwnhsE,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,474,2,5,2,5,Attchd,1368,GasA,9,1Story,1,7,Lvl,Gtl,6792,Inside,IR1,0,120,RL,94,Stone,3,NridgHt,35,5,7,Y,0,CompShg,Gable,Partial,202665,New,0,1368,132,13,3,2
513,0,3,1Fam,5,1,4,2,5,Y,Feedr,SBrkr,0,5,5,VinylSd,0,0,CBlock,624,2,5,1,5,Detchd,864,GasA,5,1Story,1,5,Lvl,Gtl,9100,Corner,Reg,0,20,RL,0,None,7,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,129900,WD,0,864,0,60,1,2
514,0,3,1Fam,5,1,5,1,5,Y,Norm,SBrkr,158,7,5,VinylSd,0,0,PConc,484,2,5,1,5,Attchd,1080,GasA,5,1Story,1,5,Bnk,Gtl,9187,Corner,Reg,0,20,RL,0,None,6,Mitchel,0,5,6,Y,0,CompShg,Gable,Normal,134000,WD,0,1084,120,35,1,2
515,0,2,1Fam,5,1,1,1,5,N,Norm,SBrkr,112,5,5,Wd Sdng,0,0,BrkTil,200,1,2,1,2,Detchd,789,Grav,3,1.5Unf,1,5,Lvl,Gtl,10594,Inside,Reg,0,45,RL,0,None,6,Crawfor,0,5,5,Y,0,CompShg,Gable,Normal,96500,WD,0,768,0,92,2,1
516,0,3,1Fam,5,1,6,1,9,Y,Norm,SBrkr,0,5,9,CemntBd,7,1,CBlock,900,3,5,3,5,Attchd,2020,GasA,9,1Story,1,9,Lvl,Gtl,12220,Inside,Reg,0,20,RL,305,BrkFace,9,NridgHt,54,5,10,Y,0,CompShg,Hip,Partial,402861,New,0,2006,156,9,5,4
517,0,3,1Fam,5,1,1,1,5,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,CBlock,583,2,5,2,5,Attchd,2119,GasA,5,SLvl,1,5,Lvl,Gtl,10448,Corner,IR1,0,80,RL,333,BrkFace,8,NWAmes,104,6,6,Y,0,CompShg,Gable,Abnorml,158000,COD,0,689,0,46,3,3
518,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,889,3,5,2,5,Attchd,2344,GasA,9,2Story,1,7,Lvl,Gtl,10208,Inside,IR1,0,60,RL,921,BrkFace,7,NoRidge,0,5,7,Y,0,CompShg,Gable,Normal,265000,WD,0,1264,220,22,3,3
519,0,3,1Fam,5,2,6,1,7,Y,Norm,SBrkr,0,5,5,VinylSd,0,0,PConc,546,2,5,2,5,Attchd,1796,GasA,9,2Story,1,5,Lvl,Gtl,9531,CulDSac,IR1,0,60,RL,0,None,5,CollgCr,36,5,6,Y,0,CompShg,Gable,Normal,211000,WD,0,794,0,20,3,4
520,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,MetalSd,7,2,BrkTil,282,1,5,1,5,Detchd,2080,GasA,9,2Story,1,7,Lvl,Gtl,10918,Inside,Reg,0,70,RL,0,None,6,Crawfor,0,9,7,Y,0,CompShg,Gambrel,Normal,234000,WD,145,1276,0,92,5,2
521,0,3,2fmCon,0,0,0,0,0,N,Norm,FuseA,210,5,5,MetalSd,0,0,BrkTil,0,0,0,0,0,No,1294,GasA,5,2Story,2,5,Lvl,Gtl,10800,Inside,Reg,0,190,RL,0,None,8,OldTown,114,7,4,N,0,CompShg,Gable,Normal,106250,WD,0,0,220,118,2,2
522,0,3,1Fam,5,1,3,1,5,Y,Feedr,FuseA,0,5,5,VinylSd,7,2,CBlock,336,1,5,1,5,Attchd,1244,GasA,9,1Story,1,5,Lvl,Gtl,11988,Corner,IR1,0,20,RL,0,None,5,NAmes,40,6,6,Y,0,CompShg,Gable,Normal,150000,WD,0,1244,0,61,2,2
523,0,3,1Fam,5,1,5,1,5,Y,Feedr,SBrkr,36,7,5,CemntBd,7,2,CBlock,420,2,5,1,5,Detchd,1664,GasA,9,1.5Fin,1,5,Lvl,Gtl,5000,Corner,Reg,0,50,RM,0,None,10,BrkSide,24,7,6,Y,0,CompShg,Gable,Normal,159000,WD,0,1004,0,71,3,2
524,0,3,1Fam,5,4,6,1,9,Y,PosN,SBrkr,0,5,9,CemntBd,7,1,PConc,884,3,5,3,5,BuiltIn,4676,GasA,9,2Story,1,9,Bnk,Gtl,40094,Inside,IR1,0,60,RL,762,Stone,10,Edwards,406,5,10,Y,0,CompShg,Hip,Partial,184750,New,0,3138,208,11,7,5
525,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,834,3,5,3,5,Attchd,2398,GasA,9,2Story,1,7,Lvl,Gtl,11787,Inside,IR1,0,60,RL,594,BrkFace,8,NoRidge,60,5,7,Y,0,CompShg,Gable,Normal,315750,WD,0,1379,239,22,4,4
526,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,453,2,5,1,5,Attchd,1266,GasA,9,1Story,1,7,Lvl,Gtl,7500,Inside,Reg,0,20,FV,0,None,4,Somerst,144,5,7,Y,0,CompShg,Gable,Normal,176000,WD,0,1257,38,13,2,2
527,0,2,1Fam,5,1,3,1,7,Y,Norm,SBrkr,156,5,5,Wd Sdng,0,0,CBlock,252,1,5,1,5,Attchd,928,GasA,5,1Story,1,5,Lvl,Gtl,13300,Inside,Reg,0,20,RL,0,None,6,NAmes,0,7,5,Y,0,CompShg,Hip,Normal,132000,WD,0,928,261,62,1,1
528,0,3,1Fam,5,3,6,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,858,3,5,3,5,Attchd,2713,GasA,9,2Story,1,9,Lvl,Gtl,14948,Inside,IR1,0,60,RL,268,Stone,11,NridgHt,66,5,9,Y,0,CompShg,Hip,Partial,446261,New,0,1452,126,10,7,4
529,0,2,1Fam,5,2,5,1,5,Y,Norm,SBrkr,144,5,5,Wd Sdng,0,0,BrkTil,0,0,0,0,0,No,605,GasA,9,1Story,1,5,Lvl,Gtl,9098,Inside,IR1,0,30,RL,0,None,7,Edwards,0,7,4,N,0,CompShg,Gable,Normal,86000,WD,0,528,0,98,2,2
530,0,4,1Fam,5,1,3,1,5,Y,Norm,SBrkr,200,5,7,Wd Sdng,5,2,PConc,484,2,5,2,5,Attchd,2515,GasA,5,1Story,2,5,Lvl,Gtl,32668,CulDSac,IR1,0,20,RL,102.2013122,None,3,Crawfor,0,3,6,Y,0,CompShg,Hip,Alloca,200624,WD,0,2035,0,61,3,4
531,0,3,1Fam,5,3,6,1,7,Y,Norm,SBrkr,0,5,7,HdBoard,3,1,CBlock,600,2,5,2,5,Attchd,1509,GasA,9,SLvl,1,7,Lvl,Gtl,10200,Inside,Reg,0,80,RL,219,BrkFace,8,Timber,0,5,6,Y,0,CompShg,Gable,Abnorml,175000,WD,0,1461,224,30,1,3
532,0,3,1Fam,3,2,1,1,3,Y,RRNn,SBrkr,84,5,5,Wd Sdng,0,0,BrkTil,502,2,3,3,5,Detchd,1362,GasA,9,2Story,1,5,Lvl,Gtl,6155,FR3,IR1,0,70,RM,0,None,6,BrkSide,0,8,6,Y,0,CompShg,Gable,Normal,128000,WD,0,611,0,98,2,2
533,0,2,1Fam,0,0,0,0,0,Y,Norm,SBrkr,0,5,5,VinylSd,2,1,Slab,392,1,5,1,5,Detchd,827,GasA,9,1Story,1,5,Lvl,Gtl,7200,Inside,Reg,0,20,RL,0,None,4,NAmes,0,7,5,Y,0,CompShg,Gable,Normal,107500,WD,0,0,0,63,2,1
534,0,1,1Fam,0,0,0,0,0,N,Norm,FuseF,0,3,3,VinylSd,0,0,Slab,0,0,0,0,0,No,334,GasA,3,1Story,1,3,Low,Mod,5000,Inside,Reg,0,20,RL,0,None,1,BrkSide,0,3,1,N,0,CompShg,Gable,Normal,39300,WD,0,0,0,72,0,1
535,0,3,1Fam,7,3,1,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,403,2,5,3,5,Attchd,1414,GasA,9,2Story,1,7,Lvl,Gtl,9056,Inside,IR1,0,60,RL,0,None,10,Gilbert,35,5,8,Y,0,CompShg,Gable,Normal,178000,WD,0,707,100,14,2,3
536,0,3,2fmCon,5,4,6,1,7,Y,Norm,SBrkr,148,5,5,MetalSd,0,0,CBlock,0,0,0,0,0,No,1347,GasA,5,2Story,1,5,Lvl,Gtl,7000,Inside,Reg,0,190,RL,0,None,1,Edwards,0,7,5,N,0,CompShg,Gable,Normal,107500,WD,0,1117,85,108,1,2
537,0,3,1Fam,5,3,1,1,7,Y,Norm,SBrkr,0,5,5,VinylSd,0,0,PConc,527,2,5,3,5,Attchd,1724,GasA,9,2Story,1,7,Lvl,Gtl,8924,CulDSac,IR1,0,60,RL,0,None,7,CollgCr,155,5,7,Y,0,CompShg,Gable,Normal,188000,WD,0,880,120,20,4,3
538,0,3,1Fam,5,1,4,1,5,Y,Norm,SBrkr,0,5,5,MetalSd,0,0,CBlock,576,2,5,1,5,Detchd,864,GasA,5,1Story,1,5,Lvl,Gtl,12735,FR2,IR1,0,20,RL,0,None,4,NAmes,0,5,4,Y,0,CompShg,Hip,Normal,111250,COD,0,864,216,46,1,1
539,0,3,1Fam,5,1,4,1,5,Y,Norm,SBrkr,0,5,5,Plywood,3,1,CBlock,336,1,5,1,5,Attchd,1159,GasA,5,1Story,1,5,Lvl,Gtl,11553,Inside,IR1,0,20,RL,188,BrkFace,7,Sawyer,0,5,5,Y,0,CompShg,Hip,Normal,158000,WD,0,1051,466,50,3,2
540,0,3,1Fam,5,3,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,670,2,5,2,5,Attchd,1601,GasA,9,1Story,1,7,Lvl,Gtl,11423,Inside,Reg,0,20,RL,479,BrkFace,5,CollgCr,0,5,8,Y,0,CompShg,Gable,Normal,272000,WD,0,1581,180,17,2,3
541,0,2,1Fam,5,3,6,1,9,Y,Norm,SBrkr,0,5,9,VinylSd,7,1,PConc,765,3,5,3,5,Attchd,1838,GasA,9,1Story,1,9,Lvl,Gtl,14601,Inside,Reg,0,20,RL,584,BrkFace,3,Timber,68,5,9,Y,0,CompShg,Hip,Normal,315000,WD,0,1838,270,12,5,3
542,0,4,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,648,3,5,3,5,BuiltIn,2285,GasA,9,2Story,1,7,Lvl,Gtl,11000,FR2,Reg,0,60,RL,72,BrkFace,6,NoRidge,56,5,8,Y,0,CompShg,Gable,Normal,248000,WD,0,969,0,18,3,3
543,0,3,1Fam,5,1,2,6,9,Y,RRAn,SBrkr,0,5,7,VinylSd,5,1,PConc,583,2,5,3,5,Attchd,1680,GasA,9,1Story,1,7,Lvl,Gtl,10140,Inside,Reg,0,20,RL,0,None,6,NWAmes,73,5,7,Y,0,CompShg,Hip,Normal,213250,WD,0,1650,78,20,3,3
544,0,1,TwnhsE,5,3,6,2,7,Y,Norm,SBrkr,0,5,5,MetalSd,0,0,PConc,367,1,5,3,5,Attchd,767,GasA,9,SFoyer,1,5,Lvl,Gtl,4058,Inside,Reg,0,120,RH,182,BrkFace,6,NAmes,40,5,7,Y,0,CompShg,Gable,Normal,133000,WD,0,723,120,20,2,2
545,0,3,1Fam,7,3,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,426,2,5,2,5,Attchd,1496,GasA,9,2Story,1,7,Lvl,Gtl,17104,Inside,IR1,0,60,RL,0,None,9,Gilbert,24,5,7,Y,0,CompShg,Gable,Partial,179665,New,0,654,100,12,3,4
546,0,4,1Fam,7,1,6,2,7,Y,Norm,SBrkr,0,7,7,HdBoard,0,0,PConc,786,3,5,1,5,Attchd,2183,GasA,7,1.5Fin,1,7,Lvl,Gtl,13837,Corner,IR1,0,50,RL,178,BrkFace,2,NWAmes,0,5,7,Y,0,CompShg,Gable,Normal,229000,WD,0,1204,0,30,4,3
547,144,3,1Fam,5,1,3,1,7,Y,Norm,FuseA,0,5,5,BrkFace,7,1,BrkTil,440,2,5,1,5,Detchd,1635,GasA,9,1.5Fin,1,5,Bnk,Gtl,8737,Inside,IR1,0,50,RL,0,None,5,BrkSide,38,7,6,Y,0,CompShg,Gable,Normal,210000,WD,0,1065,0,95,2,2
548,0,2,1Fam,5,3,5,1,7,Y,Norm,SBrkr,0,7,5,VinylSd,0,0,CBlock,624,2,5,1,5,Detchd,768,GasA,9,SFoyer,1,5,Lvl,Gtl,7244,Inside,Reg,0,85,RL,0,None,4,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,129500,WD,0,768,104,48,2,2
549,0,2,1Fam,5,1,2,3,5,Y,Feedr,SBrkr,0,7,5,MetalSd,0,0,CBlock,720,2,5,2,5,Detchd,825,GasA,5,1Story,1,5,HLS,Gtl,8235,Inside,IR1,0,20,RM,0,None,6,OldTown,50,7,5,Y,0,CompShg,Gable,Normal,125000,WD,0,825,140,63,1,2
550,0,4,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,615,2,5,3,5,BuiltIn,2094,GasA,9,2Story,1,7,Lvl,Gtl,9375,Inside,Reg,0,60,FV,0,None,11,Somerst,182,5,7,Y,0,CompShg,Gable,Normal,263000,WD,0,912,182,15,3,3
551,0,2,TwnhsE,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Plywood,0,0,CBlock,440,2,5,2,5,Attchd,1069,GasA,5,1Story,1,5,Lvl,Gtl,4043,Inside,Reg,0,120,RL,0,None,10,NPkVill,55,6,6,Y,0,CompShg,Gable,Abnorml,140000,COD,200,1069,0,41,1,2
552,0,3,1Fam,5,1,3,1,5,Y,Norm,FuseA,0,5,5,BrkFace,0,0,CBlock,288,1,5,3,5,Attchd,928,GasA,7,1Story,1,5,Lvl,Gtl,6000,Inside,Reg,0,20,RM,0,None,6,OldTown,0,6,5,Y,0,CompShg,Hip,Normal,112500,WD,0,928,0,61,1,1
553,0,3,1Fam,5,3,1,1,9,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,908,3,5,2,5,Attchd,1717,GasA,9,1Story,1,7,Lvl,Gtl,11146,Inside,IR1,0,20,RL,250,Stone,7,NridgHt,39,5,8,Y,0,CompShg,Gable,Normal,255500,WD,0,1709,169,12,3,2
554,0,2,1Fam,0,0,0,0,0,Y,Feedr,SBrkr,0,5,5,VinylSd,0,0,CBlock,520,2,5,3,5,Detchd,1126,GasA,9,1Story,1,7,Lvl,Gtl,8777,Inside,Reg,0,20,RL,0,None,5,Edwards,96,5,4,N,0,CompShg,Gable,Normal,108000,WD,0,0,0,69,2,2
555,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,871,3,5,2,5,BuiltIn,2046,GasA,9,2Story,1,7,Lvl,Gtl,10625,Inside,Reg,0,60,RL,292,BrkFace,8,NridgHt,62,5,7,Y,0,CompShg,Gable,Normal,284000,WD,0,998,320,15,4,4
556,0,2,1Fam,3,1,1,1,5,Y,Norm,FuseA,116,5,5,MetalSd,7,1,BrkTil,280,1,5,1,5,Detchd,1048,GasA,5,1.5Unf,1,5,Lvl,Gtl,6380,Inside,Reg,0,45,RM,0,None,8,BrkSide,0,6,5,Y,0,CompShg,Gable,Normal,113000,WD,0,993,0,96,2,1
557,0,2,1Fam,5,1,3,1,5,Y,Norm,FuseA,0,5,5,Wd Sdng,5,1,CBlock,299,1,5,3,5,Attchd,1092,GasA,5,1Story,1,5,Lvl,Gtl,14850,Inside,IR1,0,20,RL,0,None,5,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,141000,WD,122,1092,268,61,3,2
558,0,3,1Fam,5,1,3,1,5,Y,Norm,SBrkr,120,5,5,MetalSd,0,0,CBlock,570,1,5,1,5,CarPort,1336,GasA,7,1.5Fin,1,5,Low,Mod,11040,Inside,Reg,0,50,C (all),0,None,9,IDOTRR,47,6,4,Y,0,CompShg,Gable,Normal,108000,COD,0,637,0,98,3,2
559,0,3,1Fam,5,4,6,1,7,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,PConc,406,2,5,1,5,Attchd,1446,GasA,9,2Story,1,5,HLS,Gtl,21872,FR2,IR2,0,60,RL,0,None,8,Gilbert,22,5,7,Y,0,CompShg,Gable,Normal,175000,WD,0,729,264,22,2,4
560,0,2,TwnhsE,5,4,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,5,1,PConc,420,2,5,3,5,Attchd,1557,GasA,9,1Story,1,7,Lvl,Gtl,3196,Inside,Reg,0,120,RL,18,BrkFace,10,Blmngtn,20,5,7,Y,0,CompShg,Gable,Normal,234000,WD,0,1374,143,15,4,2
561,0,3,1Fam,5,1,5,1,7,Y,Norm,SBrkr,0,5,5,Wd Sdng,7,1,CBlock,528,2,5,1,5,Detchd,1392,GasA,5,1Story,1,5,Lvl,Gtl,11341,Inside,IR1,0,20,RL,180,BrkFace,5,Sawyer,0,6,5,Y,0,CompShg,Hip,Normal,121500,WD,95,1392,0,61,1,3
562,0,2,1Fam,5,3,5,2,7,Y,Norm,SBrkr,0,5,5,HdBoard,5,1,CBlock,418,2,5,2,5,Attchd,1389,GasA,7,1Story,1,5,Lvl,Mod,10010,Inside,Reg,0,20,RL,0,None,4,Mitchel,38,5,5,Y,0,CompShg,Gable,Normal,170000,WD,0,1389,240,44,3,2
563,0,3,1Fam,5,1,4,1,5,Y,Norm,SBrkr,0,5,5,WdShing,7,1,CBlock,0,0,0,0,0,No,996,GasA,9,1Story,1,5,Lvl,Gtl,13907,Inside,Reg,0,30,RL,0,None,7,Edwards,0,6,5,Y,0,CompShg,Gable,Normal,108000,WD,0,996,144,78,2,2
564,0,4,1Fam,5,2,1,1,7,Y,Norm,SBrkr,0,5,5,Wd Sdng,7,1,BrkTil,396,2,5,3,5,Detchd,1674,GasA,9,1.5Fin,1,5,Lvl,Gtl,21780,Inside,Reg,0,50,RL,0,None,7,Edwards,36,7,6,N,0,CompShg,Gable,Normal,185000,WD,144,1163,72,100,3,2
565,0,4,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,HdBoard,5,1,PConc,590,2,5,2,5,Attchd,2295,GasA,9,2Story,1,7,Lvl,Gtl,13346,CulDSac,IR1,0,60,RL,0,None,7,NoRidge,40,5,7,Y,0,CompShg,Gable,Normal,268000,WD,0,1095,0,26,4,4
566,0,4,1Fam,5,1,1,1,7,N,Norm,FuseF,136,5,5,Wd Sdng,0,0,PConc,216,1,5,1,5,Detchd,1647,GasA,5,2Story,1,3,Bnk,Gtl,6858,Corner,Reg,0,70,RL,0,None,5,SWISU,66,4,6,Y,0,CompShg,Gable,Normal,128000,WD,0,806,0,103,1,3
567,0,4,1Fam,7,1,1,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,7,1,PConc,656,3,5,3,5,BuiltIn,2504,GasA,9,2Story,1,9,Lvl,Gtl,11198,Inside,IR1,0,60,RL,245,BrkFace,6,StoneBr,39,5,9,Y,0,CompShg,Hip,Normal,325000,WD,0,1122,144,13,6,3
568,0,3,1Fam,5,1,6,1,7,Y,Norm,SBrkr,0,5,7,VinylSd,0,0,PConc,532,2,5,2,5,Attchd,1535,GasA,9,1Story,1,7,Lvl,Gtl,10171,Inside,IR1,0,20,RL,168,BrkFace,3,NridgHt,0,5,7,Y,0,CompShg,Gable,Normal,214000,WD,0,1517,0,14,3,2
569,0,1,1Fam,5,4,6,1,7,Y,Norm,SBrkr,0,5,7,Wd Sdng,7,1,CBlock,612,2,5,3,7,BuiltIn,2132,GasA,9,1.5Fin,1,7,Low,Mod,12327,Inside,IR1,0,50,RL,0,None,9,SawyerW,40,8,8,Y,0,CompShg,Gable,Normal,316600,WD,0,1496,349,35,3,3
570,0,2,Duplex,5,4,6,1,7,Y,Norm,SBrkr,0,5,5,MetalSd,5,2,CBlock,600,2,5,1,5,Detchd,943,GasA,5,SFoyer,1,5,Lvl,Gtl,7032,Corner,IR1,0,90,RL,0,None,12,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,135960,WD,0,943,42,39,1,2
571,0,6,Duplex,5,1,2,1,5,Y,Norm,SBrkr,0,5,5,HdBoard,0,0,CBlock,576,2,5,1,5,Detchd,1728,GasA,5,1Story,2,5,Lvl,Gtl,13101,Inside,IR1,0,90,RL,108,BrkFace,11,NAmes,0,5,5,Y,0,CompShg,Gable,Normal,142600,WD,0,1728,0,53,2,2
572,0,2,1Fam,5,1,4,1,5,Y,Norm,SBrkr,0,5,5,WdShing,0,0,CBlock,288,1,5,1,5,Attchd,864,GasA,9,1Story,1,7,Lvl,Gtl,7332,Inside,Reg,0,20,RL,207,BrkFace,10,NAmes,0,6,6,Y,0,CompShg,Gable,Abnorml,120000,WD,0,864,168,59,1,2
573,0,3,1Fam,5,3,1,1,9,Y,Norm,SBrkr,0,5,5,VinylSd,0,0,PConc,650,2,5,2,5,Attchd,1692,GasA,7,2Story,1,7,HLS,Gtl,13159,Corner,IR1,0,60,RL,0,None,7,Timber,114,5,7,Y,0,CompShg,Gable,Partial,224500,New,0,846,208,9,2,3
574,0,3,1Fam,5,1,1,1,7,Y,Norm,SBrkr,0,5,5,VinylSd,5,1,PConc,400,2,5,2,5,BuiltIn,1430,GasA,9,SLvl,1,5,Lvl,Gtl,9967,Inside,IR1,0,80,RL,0,None,12,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,170000,WD,0,384,100,18,4,3
575,0,3,1Fam,5,3,5,1,5,Y,Norm,SBrkr,0,5,5,MetalSd,0,0,CBlock,288,1,5,1,5,BuiltIn,1109,GasA,5,SLvl,1,5,Lvl,Gtl,10500,FR2,Reg,0,80,RL,82,BrkFace,12,NAmes,0,7,5,Y,0,CompShg,Gambrel,Normal,139000,WD,0,372,35,47,1,2
576,0,2,1Fam,5,1,3,1,5,Y,Norm,SBrkr,102,5,5,MetalSd,0,0,CBlock,336,1,5,1,5,Detchd,1216,GasA,5,1.5Fin,1,5,Lvl,Gtl,8480,Inside,Reg,0,50,RL,0,None,10,NAmes,0,5,5,Y,0,CompShg,Gable,Abnorml,118500,COD,0,832,158,71,3,1
577,0,3,1Fam,5,1,1,1,5,Y,Norm,SBrkr,0,5,5,Wd Sdng,7,1,BrkTil,216,1,5,1,5,Detchd,1477,GasA,7,1.5Fin,1,5,Lvl,Gtl,6292,Inside,Reg,0,50,RL,0,None,8,SWISU,50,7,7,Y,0,CompShg,Gable,Normal,145000,WD,0,861,0,90,2,3
578,0,3,1Fam,5,3,2,5,5,Y,Norm,SBrkr,240,5,5,VinylSd,3,2,CBlock,564,2,5,2,5,Attchd,1320,GasA,9,SLvl,1,5,Lvl,Gtl,11777,Inside,IR1,0,80,RL,97,BrkFace,5,Sawyer,68,6,5,Y,0,CompShg,Gable,Abnorml,164500,WD,0,1164,160,52,2,2
